genero,edad,region,nivel_educacion,sector_economico,situacion_laboral,ingreso_mensual,ocupado
Hombre,40,Tarapacá,Media,Transporte,Ocupado,520000.0,True
Hombre,41,Magallanes,Técnica,,Desocupado,,False
Mujer,35,Arica y Parinacota,Básica,Industria,Ocupado,205000.0,True
Mujer,80,Metropolitana,Media,Educación y salud,Ocupado,775000.0,True
Mujer,35,O'Higgins,Técnica,,Inactivo,,False
Hombre,49,Araucanía,Universitaria,Servicios financieros,Ocupado,689000.0,True
Hombre,29,O'Higgins,Universitaria,,Inactivo,,False
Mujer,50,Metropolitana,Técnica,Servicio doméstico,Ocupado,581000.0,True
Hombre,55,Metropolitana,Media,Transporte,Ocupado,668000.0,True
Mujer,32,Metropolitana,Básica,Industria,Ocupado,209000.0,True
Hombre,41,Ñuble,Media,Servicios financieros,Ocupado,1848000.0,True
Hombre,27,Metropolitana,Universitaria,,Inactivo,,False
Hombre,23,Biobío,Media,Transporte,Ocupado,458000.0,True
Hombre,58,Antofagasta,Media,Construcción,Ocupado,369000.0,True
Hombre,33,Metropolitana,Media,Servicios financieros,Ocupado,925000.0,True
Mujer,15,Los Lagos,Básica,Educación y salud,Ocupado,106000.0,True
Mujer,70,Metropolitana,Técnica,Servicio doméstico,Ocupado,542000.0,True
Mujer,29,Metropolitana,Media,,Desocupado,,False
Mujer,38,Metropolitana,Universitaria,,Inactivo,,False
Hombre,68,Los Lagos,Media,Educación y salud,Ocupado,844000.0,True
Hombre,39,Valparaíso,Universitaria,,Inactivo,,False
Hombre,39,Metropolitana,Básica,Industria,Ocupado,2190000.0,True
Mujer,22,Araucanía,Básica,,Inactivo,,False
Hombre,15,O'Higgins,Media,Construcción,Ocupado,450000.0,True
Mujer,39,Metropolitana,Media,,Inactivo,,False
Mujer,47,Metropolitana,Postgrado,Comercio,Ocupado,1039000.0,True
Hombre,46,Metropolitana,Universitaria,Construcción,Ocupado,1429000.0,True
Hombre,34,Los Ríos,Media,,Desocupado,,False
Hombre,42,O'Higgins,Media,Industria,Ocupado,1306000.0,True
Mujer,15,Los Ríos,Media,,Inactivo,,False
Hombre,49,Los Lagos,Técnica,Comercio,Ocupado,850000.0,True
Mujer,44,Metropolitana,Básica,Agricultura,Ocupado,533000.0,True
Hombre,73,Metropolitana,Media,Servicios financieros,Ocupado,1266000.0,True
Hombre,42,O'Higgins,Básica,Minería,Ocupado,895000.0,True
Mujer,26,Biobío,Universitaria,,Inactivo,,False
Mujer,41,O'Higgins,Media,Comercio,Ocupado,217000.0,True
Mujer,36,Coquimbo,Técnica,,Inactivo,,False
Hombre,48,Los Lagos,Universitaria,,Desocupado,,False
Mujer,42,O'Higgins,Media,,Desocupado,,False
Hombre,21,Araucanía,Básica,Minería,Ocupado,223000.0,True
Hombre,15,Metropolitana,Media,,Desocupado,,False
Hombre,46,Metropolitana,Técnica,Construcción,Ocupado,361000.0,True
Mujer,64,Maule,Media,Industria,Ocupado,251000.0,True
Hombre,43,Biobío,Básica,Educación y salud,Ocupado,214000.0,True
Mujer,55,Atacama,Básica,Servicios financieros,Ocupado,1547000.0,True
Hombre,58,Metropolitana,Técnica,Educación y salud,Ocupado,575000.0,True
Hombre,46,Ñuble,Técnica,Agricultura,Ocupado,513000.0,True
Hombre,28,Magallanes,Básica,Minería,Ocupado,626000.0,True
Hombre,45,Arica y Parinacota,Universitaria,Educación y salud,Ocupado,1108000.0,True
Mujer,61,Metropolitana,Media,,Inactivo,,False
Mujer,50,Metropolitana,Básica,,Desocupado,,False
Mujer,53,Valparaíso,Media,Servicios financieros,Ocupado,790000.0,True
Mujer,34,Tarapacá,Técnica,Industria,Ocupado,362000.0,True
Mujer,38,Metropolitana,Técnica,,Desocupado,,False
Mujer,40,O'Higgins,Media,,Inactivo,,False
Mujer,41,Metropolitana,Media,,Inactivo,,False
Mujer,60,Metropolitana,Media,,Inactivo,,False
Mujer,15,Aysén,Media,,Desocupado,,False
Hombre,42,Metropolitana,Media,Agricultura,Ocupado,723000.0,True
Hombre,40,Biobío,Media,Educación y salud,Ocupado,378000.0,True
Mujer,20,Metropolitana,Media,Comercio,Ocupado,317000.0,True
Mujer,52,Biobío,Básica,Servicios financieros,Ocupado,419000.0,True
Mujer,30,Biobío,Media,,Inactivo,,False
Hombre,36,Metropolitana,Básica,Educación y salud,Ocupado,727000.0,True
Mujer,71,O'Higgins,Técnica,,Inactivo,,False
Mujer,58,O'Higgins,Media,,Desocupado,,False
Mujer,51,Metropolitana,Técnica,,Inactivo,,False
Mujer,48,Biobío,Básica,,Desocupado,,False
Mujer,39,Metropolitana,Media,,Inactivo,,False
Hombre,73,Metropolitana,Media,Transporte,Ocupado,408000.0,True
Hombre,54,Aysén,Básica,Servicios financieros,Ocupado,638000.0,True
Hombre,30,Valparaíso,Técnica,Comercio,Ocupado,781000.0,True
Hombre,19,Valparaíso,Básica,Transporte,Ocupado,370000.0,True
Hombre,51,Valparaíso,Básica,Comercio,Ocupado,425000.0,True
Mujer,41,Magallanes,Media,Comercio,Ocupado,251000.0,True
Hombre,19,Valparaíso,Media,Comercio,Ocupado,468000.0,True
Hombre,48,Valparaíso,Universitaria,Educación y salud,Ocupado,672000.0,True
Mujer,37,Maule,Postgrado,,Desocupado,,False
Hombre,50,Ñuble,Media,,Inactivo,,False
Mujer,49,Metropolitana,Media,Comercio,Ocupado,218000.0,True
Hombre,32,Los Lagos,Media,Comercio,Ocupado,375000.0,True
Hombre,52,Antofagasta,Media,Construcción,Ocupado,541000.0,True
Hombre,34,Metropolitana,Media,Transporte,Ocupado,3186000.0,True
Hombre,35,Metropolitana,Básica,Comercio,Ocupado,716000.0,True
Mujer,33,Metropolitana,Básica,Educación y salud,Ocupado,646000.0,True
Hombre,60,Araucanía,Básica,Agricultura,Ocupado,207000.0,True
Hombre,37,Metropolitana,Media,Industria,Ocupado,633000.0,True
Mujer,63,Metropolitana,Media,Comercio,Ocupado,2264000.0,True
Hombre,70,Coquimbo,Universitaria,Transporte,Ocupado,620000.0,True
Mujer,30,Coquimbo,Media,,Inactivo,,False
Mujer,15,Araucanía,Técnica,,Inactivo,,False
Mujer,58,Metropolitana,Media,Servicios financieros,Ocupado,992000.0,True
Hombre,36,Araucanía,Básica,Construcción,Ocupado,925000.0,True
Mujer,28,Coquimbo,Técnica,,Inactivo,,False
Mujer,32,Los Lagos,Media,,Inactivo,,False
Mujer,35,Biobío,Universitaria,,Inactivo,,False
Mujer,62,Coquimbo,Universitaria,Servicios financieros,Ocupado,840000.0,True
Mujer,44,Coquimbo,Básica,,Inactivo,,False
Hombre,62,Biobío,Media,Construcción,Ocupado,584000.0,True
Mujer,49,Atacama,Media,Educación y salud,Ocupado,574000.0,True
Hombre,37,Metropolitana,Universitaria,Transporte,Ocupado,723000.0,True
Hombre,35,Biobío,Básica,Servicios financieros,Ocupado,791000.0,True
Mujer,50,Araucanía,Técnica,Comercio,Ocupado,281000.0,True
Mujer,55,Ñuble,Media,Educación y salud,Ocupado,714000.0,True
Hombre,57,Araucanía,Media,Industria,Ocupado,652000.0,True
Mujer,37,Metropolitana,Básica,Agricultura,Ocupado,538000.0,True
Mujer,44,Biobío,Universitaria,,Inactivo,,False
Hombre,51,Metropolitana,Técnica,Comercio,Ocupado,701000.0,True
Hombre,35,Biobío,Básica,Agricultura,Ocupado,353000.0,True
Hombre,23,O'Higgins,Media,,Desocupado,,False
Mujer,29,Metropolitana,Media,,Inactivo,,False
Hombre,38,Magallanes,Media,Agricultura,Ocupado,862000.0,True
Hombre,52,Metropolitana,Universitaria,,Inactivo,,False
Mujer,62,Metropolitana,Media,Agricultura,Ocupado,215000.0,True
Hombre,20,Metropolitana,Universitaria,Comercio,Ocupado,485000.0,True
Mujer,32,Metropolitana,Media,,Inactivo,,False
Mujer,36,Metropolitana,Universitaria,Comercio,Ocupado,1411000.0,True
Hombre,54,Los Lagos,Universitaria,Servicios financieros,Ocupado,2280000.0,True
Mujer,33,Metropolitana,Técnica,,Inactivo,,False
Mujer,35,O'Higgins,Postgrado,Transporte,Ocupado,1340000.0,True
Hombre,19,Metropolitana,Media,Construcción,Ocupado,920000.0,True
Hombre,49,Araucanía,Técnica,,Inactivo,,False
Hombre,39,Ñuble,Básica,,Inactivo,,False
Hombre,31,Atacama,Media,,Inactivo,,False
Hombre,37,Metropolitana,Media,Comercio,Ocupado,496000.0,True
Mujer,60,Maule,Universitaria,,Inactivo,,False
Mujer,25,Valparaíso,Universitaria,,Inactivo,,False
Mujer,28,Metropolitana,Media,,Inactivo,,False
Mujer,62,Metropolitana,Universitaria,Servicio doméstico,Ocupado,1407000.0,True
Hombre,43,Antofagasta,Universitaria,Transporte,Ocupado,1211000.0,True
Mujer,52,Magallanes,Técnica,Comercio,Ocupado,447000.0,True
Mujer,48,Los Ríos,Básica,,Inactivo,,False
Mujer,41,Ñuble,Media,,Desocupado,,False
Mujer,36,Valparaíso,Media,,Inactivo,,False
Hombre,55,Aysén,Universitaria,Servicios financieros,Ocupado,3500000.0,True
Mujer,60,Metropolitana,Media,Educación y salud,Ocupado,975000.0,True
Mujer,59,Los Lagos,Universitaria,Servicio doméstico,Ocupado,459000.0,True
Mujer,23,Antofagasta,Universitaria,,Inactivo,,False
Mujer,62,Valparaíso,Media,,Inactivo,,False
Hombre,36,O'Higgins,Universitaria,Comercio,Ocupado,726000.0,True
Mujer,29,Araucanía,Media,Comercio,Ocupado,527000.0,True
Mujer,39,Valparaíso,Técnica,Servicio doméstico,Ocupado,241000.0,True
Mujer,55,Metropolitana,Media,,Desocupado,,False
Hombre,50,Metropolitana,Universitaria,Agricultura,Ocupado,1161000.0,True
Hombre,37,Magallanes,Universitaria,Transporte,Ocupado,1027000.0,True
Hombre,55,Biobío,Técnica,Comercio,Ocupado,705000.0,True
Hombre,44,Los Ríos,Media,Industria,Ocupado,185000.0,True
Hombre,32,O'Higgins,Media,Agricultura,Ocupado,247000.0,True
Mujer,30,Araucanía,Universitaria,Agricultura,Ocupado,685000.0,True
Mujer,48,Metropolitana,Universitaria,,Desocupado,,False
Hombre,40,Coquimbo,Postgrado,Agricultura,Ocupado,1918000.0,True
Mujer,19,Maule,Técnica,Educación y salud,Ocupado,454000.0,True
Hombre,55,Metropolitana,Técnica,Transporte,Ocupado,1214000.0,True
Mujer,34,Metropolitana,Básica,Construcción,Ocupado,187000.0,True
Hombre,67,Metropolitana,Técnica,Minería,Ocupado,1075000.0,True
Hombre,19,Biobío,Media,Servicios financieros,Ocupado,723000.0,True
Mujer,39,Biobío,Universitaria,,Inactivo,,False
Hombre,30,Metropolitana,Básica,Industria,Ocupado,451000.0,True
Hombre,26,Los Ríos,Universitaria,Educación y salud,Ocupado,1345000.0,True
Hombre,34,Metropolitana,Media,,Inactivo,,False
Mujer,70,Coquimbo,Básica,Industria,Ocupado,292000.0,True
Mujer,44,Valparaíso,Técnica,,Desocupado,,False
Hombre,29,Metropolitana,Técnica,Educación y salud,Ocupado,688000.0,True
Mujer,15,Atacama,Técnica,Educación y salud,Ocupado,776000.0,True
Mujer,15,Maule,Técnica,,Inactivo,,False
Hombre,33,Biobío,Media,Minería,Ocupado,673000.0,True
Hombre,31,Metropolitana,Básica,,Inactivo,,False
Mujer,38,Araucanía,Universitaria,,Inactivo,,False
Mujer,15,Los Lagos,Postgrado,,Inactivo,,False
Mujer,40,Metropolitana,Técnica,,Desocupado,,False
Mujer,58,Coquimbo,Básica,,Inactivo,,False
Hombre,67,Valparaíso,Técnica,Construcción,Ocupado,423000.0,True
Mujer,15,O'Higgins,Media,,Inactivo,,False
Mujer,29,Metropolitana,Postgrado,Comercio,Ocupado,1762000.0,True
Hombre,28,O'Higgins,Básica,Minería,Ocupado,364000.0,True
Mujer,44,O'Higgins,Básica,Transporte,Ocupado,759000.0,True
Mujer,22,Metropolitana,Media,Educación y salud,Ocupado,194000.0,True
Hombre,68,Valparaíso,Técnica,Transporte,Ocupado,559000.0,True
Hombre,42,Metropolitana,Técnica,Industria,Ocupado,2189000.0,True
Hombre,40,Metropolitana,Técnica,Transporte,Ocupado,2394000.0,True
Hombre,67,Biobío,Media,,Inactivo,,False
Mujer,41,O'Higgins,Universitaria,,Inactivo,,False
Hombre,48,O'Higgins,Media,,Desocupado,,False
Hombre,29,O'Higgins,Básica,,Inactivo,,False
Hombre,20,Metropolitana,Técnica,,Desocupado,,False
Hombre,32,Antofagasta,Media,Industria,Ocupado,673000.0,True
Hombre,76,Valparaíso,Media,,Inactivo,,False
Hombre,52,Valparaíso,Media,Agricultura,Ocupado,838000.0,True
Mujer,46,Antofagasta,Técnica,Comercio,Ocupado,1146000.0,True
Hombre,26,Metropolitana,Básica,,Inactivo,,False
Mujer,56,Biobío,Media,Comercio,Ocupado,351000.0,True
Hombre,20,Coquimbo,Media,,Inactivo,,False
Hombre,16,Coquimbo,Técnica,,Inactivo,,False
Hombre,33,Coquimbo,Media,,Inactivo,,False
Hombre,73,Metropolitana,Media,Agricultura,Ocupado,595000.0,True
Mujer,72,Valparaíso,Media,,Inactivo,,False
Hombre,34,Tarapacá,Media,,Inactivo,,False
Hombre,31,Metropolitana,Media,Agricultura,Ocupado,304000.0,True
Mujer,15,Magallanes,Técnica,,Inactivo,,False
Mujer,43,Metropolitana,Media,Transporte,Ocupado,254000.0,True
Mujer,44,Valparaíso,Media,,Inactivo,,False
Hombre,54,Metropolitana,Media,Educación y salud,Ocupado,906000.0,True
Mujer,56,Valparaíso,Media,,Inactivo,,False
Hombre,38,Metropolitana,Técnica,Comercio,Ocupado,1037000.0,True
Mujer,50,Metropolitana,Técnica,,Inactivo,,False
Hombre,30,Araucanía,Técnica,Educación y salud,Ocupado,299000.0,True
Mujer,50,Los Ríos,Media,,Desocupado,,False
Hombre,33,Maule,Media,Agricultura,Ocupado,351000.0,True
Mujer,49,Valparaíso,Media,Servicio doméstico,Ocupado,178000.0,True
Hombre,48,Metropolitana,Media,Minería,Ocupado,919000.0,True
Hombre,43,Metropolitana,Universitaria,Industria,Ocupado,1045000.0,True
Hombre,54,Biobío,Básica,Agricultura,Ocupado,445000.0,True
Hombre,16,Tarapacá,Media,,Inactivo,,False
Mujer,24,O'Higgins,Técnica,,Inactivo,,False
Mujer,37,Metropolitana,Media,,Inactivo,,False
Mujer,18,Metropolitana,Universitaria,,Inactivo,,False
Mujer,35,Metropolitana,Básica,Servicios financieros,Ocupado,447000.0,True
Hombre,36,Metropolitana,Universitaria,,Inactivo,,False
Hombre,62,O'Higgins,Técnica,Industria,Ocupado,359000.0,True
Hombre,44,Metropolitana,Técnica,Transporte,Ocupado,2101000.0,True
Hombre,58,Metropolitana,Media,Servicios financieros,Ocupado,1230000.0,True
Hombre,46,Antofagasta,Media,Industria,Ocupado,1234000.0,True
Hombre,33,Biobío,Básica,,Inactivo,,False
Mujer,44,Metropolitana,Universitaria,Servicio doméstico,Ocupado,1011000.0,True
Mujer,53,Metropolitana,Básica,Comercio,Ocupado,673000.0,True
Hombre,61,Metropolitana,Media,Agricultura,Ocupado,648000.0,True
Hombre,39,Metropolitana,Media,Minería,Ocupado,1496000.0,True
Mujer,15,Metropolitana,Universitaria,Comercio,Ocupado,853000.0,True
Hombre,15,Tarapacá,Media,Agricultura,Ocupado,282000.0,True
Hombre,36,Metropolitana,Media,,Inactivo,,False
Mujer,15,Metropolitana,Técnica,Industria,Ocupado,1013000.0,True
Mujer,70,Coquimbo,Universitaria,,Desocupado,,False
Hombre,51,Maule,Universitaria,Industria,Ocupado,885000.0,True
Hombre,31,Metropolitana,Media,,Inactivo,,False
Mujer,24,Antofagasta,Básica,,Inactivo,,False
Hombre,58,Biobío,Básica,,Inactivo,,False
Mujer,24,Araucanía,Media,Servicio doméstico,Ocupado,262000.0,True
Hombre,25,Metropolitana,Media,Educación y salud,Ocupado,740000.0,True
Mujer,29,Maule,Media,,Inactivo,,False
Hombre,43,Arica y Parinacota,Media,Servicio doméstico,Ocupado,426000.0,True
Mujer,51,Maule,Media,Industria,Ocupado,291000.0,True
Mujer,61,Metropolitana,Técnica,,Inactivo,,False
Hombre,58,Biobío,Básica,Agricultura,Ocupado,327000.0,True
Mujer,42,Metropolitana,Postgrado,Educación y salud,Ocupado,932000.0,True
Mujer,58,Metropolitana,Universitaria,Educación y salud,Ocupado,1274000.0,True
Mujer,31,Biobío,Media,Comercio,Ocupado,663000.0,True
Hombre,15,Antofagasta,Media,,Inactivo,,False
Hombre,31,Valparaíso,Postgrado,Servicios financieros,Ocupado,5392000.0,True
Hombre,29,Metropolitana,Universitaria,Educación y salud,Ocupado,1602000.0,True
Mujer,31,Metropolitana,Media,Comercio,Ocupado,859000.0,True
Mujer,26,Arica y Parinacota,Básica,Servicio doméstico,Ocupado,105000.0,True
Mujer,34,Metropolitana,Postgrado,,Inactivo,,False
Hombre,51,Metropolitana,Técnica,Agricultura,Ocupado,884000.0,True
Hombre,69,Metropolitana,Técnica,Comercio,Ocupado,386000.0,True
Hombre,15,Araucanía,Media,,Inactivo,,False
Hombre,21,Metropolitana,Universitaria,Industria,Ocupado,2149000.0,True
Mujer,29,Metropolitana,Media,Educación y salud,Ocupado,323000.0,True
Hombre,54,Metropolitana,Media,,Inactivo,,False
Mujer,38,Coquimbo,Técnica,,Inactivo,,False
Mujer,30,Biobío,Media,Industria,Ocupado,290000.0,True
Mujer,53,Araucanía,Media,,Inactivo,,False
Mujer,57,Biobío,Técnica,,Inactivo,,False
Mujer,41,Los Lagos,Técnica,,Inactivo,,False
Mujer,28,Metropolitana,Postgrado,,Inactivo,,False
Mujer,46,O'Higgins,Media,,Inactivo,,False
Hombre,38,Valparaíso,Media,Comercio,Ocupado,801000.0,True
Mujer,38,Los Lagos,Media,Comercio,Ocupado,1165000.0,True
Mujer,33,Metropolitana,Media,,Inactivo,,False
Hombre,56,Metropolitana,Básica,Construcción,Ocupado,856000.0,True
Hombre,45,Biobío,Media,Transporte,Ocupado,436000.0,True
Hombre,58,Metropolitana,Media,Construcción,Ocupado,394000.0,True
Mujer,63,Los Lagos,Media,Educación y salud,Ocupado,397000.0,True
Hombre,49,Ñuble,Media,,Inactivo,,False
Mujer,33,Araucanía,Media,Servicio doméstico,Ocupado,287000.0,True
Mujer,58,Metropolitana,Básica,,Desocupado,,False
Hombre,49,Metropolitana,Técnica,Educación y salud,Ocupado,827000.0,True
Hombre,80,Ñuble,Media,,Inactivo,,False
Hombre,46,Coquimbo,Universitaria,Servicio doméstico,Ocupado,359000.0,True
Hombre,53,Antofagasta,Media,,Inactivo,,False
Hombre,46,Los Lagos,Universitaria,Industria,Ocupado,2239000.0,True
Mujer,40,Los Ríos,Universitaria,,Inactivo,,False
Mujer,37,Los Lagos,Universitaria,Educación y salud,Ocupado,1931000.0,True
Mujer,46,Antofagasta,Universitaria,,Inactivo,,False
Mujer,50,Metropolitana,Media,,Desocupado,,False
Hombre,60,Araucanía,Media,Servicios financieros,Ocupado,1890000.0,True
Mujer,46,Coquimbo,Técnica,Servicio doméstico,Ocupado,158000.0,True
Hombre,34,Metropolitana,Media,Industria,Ocupado,441000.0,True
Hombre,36,Metropolitana,Técnica,Educación y salud,Ocupado,954000.0,True
Hombre,20,Araucanía,Técnica,Construcción,Ocupado,510000.0,True
Mujer,68,Metropolitana,Básica,Servicio doméstico,Ocupado,198000.0,True
Mujer,33,Metropolitana,Básica,,Inactivo,,False
Hombre,57,Metropolitana,Técnica,Comercio,Ocupado,481000.0,True
Hombre,46,Coquimbo,Técnica,Industria,Ocupado,417000.0,True
Hombre,46,Maule,Universitaria,Agricultura,Ocupado,2266000.0,True
Hombre,40,Metropolitana,Técnica,Minería,Ocupado,663000.0,True
Hombre,29,Metropolitana,Media,Comercio,Ocupado,242000.0,True
Mujer,26,Metropolitana,Básica,Educación y salud,Ocupado,205000.0,True
Hombre,69,Metropolitana,Media,,Inactivo,,False
Mujer,43,Antofagasta,Media,Servicios financieros,Ocupado,1010000.0,True
Hombre,60,Los Lagos,Técnica,Comercio,Ocupado,541000.0,True
Hombre,64,Metropolitana,Técnica,Comercio,Ocupado,932000.0,True
Hombre,35,Metropolitana,Universitaria,Minería,Ocupado,1421000.0,True
Mujer,48,Metropolitana,Media,,Inactivo,,False
Mujer,42,Aysén,Media,,Inactivo,,False
Hombre,23,Biobío,Media,,Desocupado,,False
Mujer,39,Coquimbo,Media,Comercio,Ocupado,472000.0,True
Mujer,51,Metropolitana,Básica,,Inactivo,,False
Mujer,34,Metropolitana,Media,,Inactivo,,False
Mujer,36,Biobío,Media,,Inactivo,,False
Mujer,39,Magallanes,Básica,Servicios financieros,Ocupado,602000.0,True
Hombre,75,Maule,Técnica,,Inactivo,,False
Mujer,15,Araucanía,Técnica,,Inactivo,,False
Mujer,50,Metropolitana,Básica,,Inactivo,,False
Mujer,37,Metropolitana,Técnica,Servicios financieros,Ocupado,2526000.0,True
Mujer,31,O'Higgins,Básica,,Inactivo,,False
Mujer,37,Ñuble,Media,,Inactivo,,False
Hombre,52,Valparaíso,Técnica,,Desocupado,,False
Mujer,53,Metropolitana,Media,Servicio doméstico,Ocupado,1043000.0,True
Mujer,44,Coquimbo,Técnica,,Inactivo,,False
Mujer,59,Valparaíso,Media,,Inactivo,,False
Mujer,62,Araucanía,Media,Servicio doméstico,Ocupado,252000.0,True
Mujer,55,Valparaíso,Media,,Inactivo,,False
Mujer,33,Biobío,Media,Educación y salud,Ocupado,776000.0,True
Hombre,49,Metropolitana,Básica,Industria,Ocupado,554000.0,True
Mujer,49,O'Higgins,Media,,Inactivo,,False
Mujer,28,Araucanía,Media,Servicio doméstico,Ocupado,392000.0,True
Mujer,16,Biobío,Media,Comercio,Ocupado,438000.0,True
Mujer,15,Biobío,Media,,Inactivo,,False
Mujer,43,Metropolitana,Universitaria,,Inactivo,,False
Hombre,46,Metropolitana,Universitaria,,Desocupado,,False
Hombre,23,Maule,Técnica,Comercio,Ocupado,764000.0,True
Mujer,58,Biobío,Universitaria,,Inactivo,,False
Mujer,44,Biobío,Media,Servicio doméstico,Ocupado,506000.0,True
Mujer,63,Maule,Técnica,Servicio doméstico,Ocupado,455000.0,True
Mujer,47,Metropolitana,Técnica,Servicio doméstico,Ocupado,530000.0,True
Hombre,24,Metropolitana,Universitaria,Agricultura,Ocupado,1492000.0,True
Mujer,49,Los Lagos,Técnica,,Inactivo,,False
Mujer,52,Metropolitana,Universitaria,Servicios financieros,Ocupado,1505000.0,True
Hombre,33,Ñuble,Media,,Inactivo,,False
Mujer,18,Metropolitana,Universitaria,,Inactivo,,False
Mujer,43,Los Ríos,Media,Servicio doméstico,Ocupado,222000.0,True
Hombre,25,Araucanía,Básica,,Desocupado,,False
Mujer,59,Metropolitana,Media,,Inactivo,,False
Mujer,35,Araucanía,Media,Comercio,Ocupado,169000.0,True
Mujer,69,Metropolitana,Básica,Servicio doméstico,Ocupado,318000.0,True
Hombre,15,Metropolitana,Básica,,Inactivo,,False
Mujer,44,Biobío,Media,Comercio,Ocupado,677000.0,True
Mujer,64,Metropolitana,Técnica,,Inactivo,,False
Mujer,27,Metropolitana,Básica,Servicio doméstico,Ocupado,95000.0,True
Mujer,39,O'Higgins,Media,Servicios financieros,Ocupado,506000.0,True
Hombre,35,Magallanes,Técnica,Industria,Ocupado,1252000.0,True
Mujer,31,Valparaíso,Técnica,Servicio doméstico,Ocupado,367000.0,True
Hombre,45,Maule,Técnica,Transporte,Ocupado,646000.0,True
Hombre,21,Metropolitana,Media,Construcción,Ocupado,945000.0,True
Hombre,40,Metropolitana,Postgrado,Educación y salud,Ocupado,1662000.0,True
Mujer,50,Ñuble,Universitaria,,Inactivo,,False
